NCBI_Sample_Name,host_subject_id,NCBI_Sample_Title,title,host,Sample.Date,geo_loc_name,Plug_ID,Timepoint,Treatment,env_broad_scale,lat_lon,env_medium,env_local_scale,organism,host_life_stage,host_tissue_sampled,isolation_source,samp_collect_device,samp_mat_process,size_frac,samp_size,SRA_upload,filename1,filename2,description,timepoint,accession
1248_HTAC_ITS2,HP281,1248_HTAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2018-12-15,USA: Hawaii HIMB,1248,12 week,HTAC,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP281_S155_L001_R1_001.fastq.gz,HP281_S155_L001_R2_001.fastq.gz,Sampled from: High Temperature Ambient pCO2 at 12 week,at 12 week,SAMN21362878
2756_ATHC_ITS2,HP282,2756_ATHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2018-12-15,USA: Hawaii Reef.42.43,2756,12 week,ATHC,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP282_S167_L001_R1_001.fastq.gz,HP282_S167_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature High pCO2 at 12 week,at 12 week,SAMN21362879
1416_HTHC_ITS2,HP283,1416_HTHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-12-15,USA: Hawaii Reef.11.13,1416,12 week,HTHC,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP283_S179_L001_R1_001.fastq.gz,HP283_S179_L001_R2_001.fastq.gz,Sampled from: High Temperature High pCO2 at 12 week,at 12 week,SAMN21362880
2185_HTHC_ITS2,HP284,2185_HTHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-12-15,USA: Hawaii HIMB,2185,12 week,HTHC,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP284_S191_L001_R1_001.fastq.gz,HP284_S191_L001_R2_001.fastq.gz,Sampled from: High Temperature High pCO2 at 12 week,at 12 week,SAMN21362881
2005_HTAC_ITS2,HP103,2005_HTAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-22,USA: Hawaii Reef.18,2005,0 hour,HTAC,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP103_S25_L001_R1_001.fastq.gz,HP103_S25_L001_R2_001.fastq.gz,Sampled from: High Temperature Ambient pCO2 at 0 hour,at 0 hour,SAMN21362882
1270_HTHC_ITS2,HP285,1270_HTHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2018-12-15,USA: Hawaii HIMB,1270,12 week,HTHC,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP285_S108_L001_R1_001.fastq.gz,HP285_S108_L001_R2_001.fastq.gz,Sampled from: High Temperature High pCO2 at 12 week,at 12 week,SAMN21362883
1596_HTAC_ITS2,HP286,1596_HTAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-12-15,USA: Hawaii Reef.42.43,1596,12 week,HTAC,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP286_S120_L001_R1_001.fastq.gz,HP286_S120_L001_R2_001.fastq.gz,Sampled from: High Temperature Ambient pCO2 at 12 week,at 12 week,SAMN21362884
1452_ATAC_ITS2,HP287,1452_ATAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2019-01-12,USA: Hawaii Reef.35.36,1452,16 week,ATAC,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP287_S132_L001_R1_001.fastq.gz,HP287_S132_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature Ambient pCO2 at 16 week,at 16 week,SAMN21362885
2190_HTHC_ITS2,HP288,2190_HTHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2019-01-12,USA: Hawaii Reef.42.43,2190,16 week,HTHC,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP288_S144_L001_R1_001.fastq.gz,HP288_S144_L001_R2_001.fastq.gz,Sampled from: High Temperature High pCO2 at 16 week,at 16 week,SAMN21362886
1140_HTHC_ITS2,HP289,1140_HTHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2019-01-12,USA: Hawaii HIMB,1140,16 week,HTHC,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP289_S156_L001_R1_001.fastq.gz,HP289_S156_L001_R2_001.fastq.gz,Sampled from: High Temperature High pCO2 at 16 week,at 16 week,SAMN21362887
1418_HTHC_ITS2,HP125,1418_HTHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-22,USA: Hawaii Lilipuna.Fringe,1418,6 hour,HTHC,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP125_S4_L001_R1_001.fastq.gz,HP125_S4_L001_R2_001.fastq.gz,Sampled from: High Temperature High pCO2 at 6 hour,at 6 hour,SAMN21362888
1632_HTAC_ITS2,HP290,1632_HTAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2019-01-12,USA: Hawaii HIMB,1632,16 week,HTAC,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP290_S168_L001_R1_001.fastq.gz,HP290_S168_L001_R2_001.fastq.gz,Sampled from: High Temperature Ambient pCO2 at 16 week,at 16 week,SAMN21362889
1120_ATAC_ITS2,HP291,1120_ATAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2019-01-12,USA: Hawaii Reef.42.43,1120,16 week,ATAC,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP291_S180_L001_R1_001.fastq.gz,HP291_S180_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature Ambient pCO2 at 16 week,at 16 week,SAMN21362890
2731_ATHC_ITS2,HP292,2731_ATHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2018-09-22,USA: Hawaii Reef.42.43,2731,6 hour,ATHC,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP292_S192_L001_R1_001.fastq.gz,HP292_S192_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature High pCO2 at 6 hour,at 6 hour,SAMN21362891
2736_ATHC_ITS2,HP293,2736_ATHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2019-01-12,USA: Hawaii Reef.42.43,2736,16 week,ATHC,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP293_S193_L001_R1_001.fastq.gz,HP293_S193_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature High pCO2 at 16 week,at 16 week,SAMN21362892
1729_HTAC_ITS2,HP294,1729_HTAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2019-01-12,USA: Hawaii Reef.18,1729,16 week,HTAC,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP294_S202_L001_R1_001.fastq.gz,HP294_S202_L001_R2_001.fastq.gz,Sampled from: High Temperature Ambient pCO2 at 16 week,at 16 week,SAMN21362893
1459_ATHC_ITS2,HP126,1459_ATHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-10-20,USA: Hawaii Reef.18,1459,4 week,ATHC,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP126_S16_L001_R1_001.fastq.gz,HP126_S16_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature High pCO2 at 4 week,at 4 week,SAMN21362894
2007_HTAC_ITS2,HP295,2007_HTAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2019-01-12,USA: Hawaii Reef.42.43,2007,16 week,HTAC,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP295_S211_L001_R1_001.fastq.gz,HP295_S211_L001_R2_001.fastq.gz,Sampled from: High Temperature Ambient pCO2 at 16 week,at 16 week,SAMN21362895
1154_ATHC_ITS2,HP296,1154_ATHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2019-01-12,USA: Hawaii HIMB,1154,16 week,ATHC,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP296_S220_L001_R1_001.fastq.gz,HP296_S220_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature High pCO2 at 16 week,at 16 week,SAMN21362896
1274_HTHC_ITS2,HP297,1274_HTHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2019-01-12,USA: Hawaii HIMB,1274,16 week,HTHC,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP297_S229_L001_R1_001.fastq.gz,HP297_S229_L001_R2_001.fastq.gz,Sampled from: High Temperature High pCO2 at 16 week,at 16 week,SAMN21362897
1302_HTAC_ITS2,HP298,1302_HTAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-11-03,USA: Hawaii Reef.35.36,1302,6 week,HTAC,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP298_S237_L001_R1_001.fastq.gz,HP298_S237_L001_R2_001.fastq.gz,Sampled from: High Temperature Ambient pCO2 at 6 week,at 6 week,SAMN21362898
2555_ATHC_ITS2,HP299,2555_ATHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2018-09-29,USA: Hawaii Reef.18,2555,1 week,ATHC,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP299_S246_L001_R1_001.fastq.gz,HP299_S246_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature High pCO2 at 1 week,at 1 week,SAMN21362899
2735_ATHC_ITS2,HP300,2735_ATHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2018-10-20,USA: Hawaii Reef.42.43,2735,4 week,ATHC,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP300_S254_L001_R1_001.fastq.gz,HP300_S254_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature High pCO2 at 4 week,at 4 week,SAMN21362900
2009_HTHC_ITS2,HP301,2009_HTHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2018-11-03,USA: Hawaii Lilipuna.Fringe,2009,6 week,HTHC,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP301_S194_L001_R1_001.fastq.gz,HP301_S194_L001_R2_001.fastq.gz,Sampled from: High Temperature High pCO2 at 6 week,at 6 week,SAMN21362901
1628_ATAC_ITS2,HP302,1628_ATAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2018-09-22,USA: Hawaii HIMB,1628,6 hour,ATAC,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP302_S203_L001_R1_001.fastq.gz,HP302_S203_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature Ambient pCO2 at 6 hour,at 6 hour,SAMN21362902
2733_ATHC_ITS2,HP303,2733_ATHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-22,USA: Hawaii Reef.42.43,2733,12 hour,ATHC,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP303_S212_L001_R1_001.fastq.gz,HP303_S212_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature High pCO2 at 12 hour,at 12 hour,SAMN21362903
1169_HTHC_ITS2,HP304,1169_HTHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-22,USA: Hawaii Reef.35.36,1169,12 hour,HTHC,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP304_S221_L001_R1_001.fastq.gz,HP304_S221_L001_R2_001.fastq.gz,Sampled from: High Temperature High pCO2 at 12 hour,at 12 hour,SAMN21362904
1289_HTAC_ITS2,HP305,1289_HTAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2018-09-22,USA: Hawaii Reef.35.36,1289,6 hour,HTAC,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP305_S230_L001_R1_001.fastq.gz,HP305_S230_L001_R2_001.fastq.gz,Sampled from: High Temperature Ambient pCO2 at 6 hour,at 6 hour,SAMN21362905
1420_ATAC_ITS2,HP127,1420_ATAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2018-11-03,USA: Hawaii Reef.35.36,1420,6 week,ATAC,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP127_S28_L001_R1_001.fastq.gz,HP127_S28_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature Ambient pCO2 at 6 week,at 6 week,SAMN21362906
1124_HTHC_ITS2,HP306,1124_HTHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2018-09-22,USA: Hawaii Reef.42.43,1124,12 hour,HTHC,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP306_S238_L001_R1_001.fastq.gz,HP306_S238_L001_R2_001.fastq.gz,Sampled from: High Temperature High pCO2 at 12 hour,at 12 hour,SAMN21362907
1221_ATHC_ITS2,HP307,1221_ATHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2018-09-22,USA: Hawaii Reef.35.36,1221,12 hour,ATHC,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP307_S247_L001_R1_001.fastq.gz,HP307_S247_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature High pCO2 at 12 hour,at 12 hour,SAMN21362908
1108_ATAC_ITS2,HP308,1108_ATAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2018-09-22,USA: Hawaii Reef.35.36,1108,12 hour,ATAC,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP308_S255_L001_R1_001.fastq.gz,HP308_S255_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature Ambient pCO2 at 12 hour,at 12 hour,SAMN21362909
2195_HTHC_ITS2,HP309,2195_HTHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-22,USA: Hawaii Reef.42.43,2195,12 hour,HTHC,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP309_S195_L001_R1_001.fastq.gz,HP309_S195_L001_R2_001.fastq.gz,Sampled from: High Temperature High pCO2 at 12 hour,at 12 hour,SAMN21362910
1571_HTAC_ITS2,HP310,1571_HTAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-23,USA: Hawaii Reef.35.36,1571,30 hour,HTAC,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP310_S204_L001_R1_001.fastq.gz,HP310_S204_L001_R2_001.fastq.gz,Sampled from: High Temperature Ambient pCO2 at 30 hour,at 30 hour,SAMN21362911
1762_ATAC_ITS2,HP311,1762_ATAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-22,USA: Hawaii Reef.42.43,1762,12 hour,ATAC,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP311_S213_L001_R1_001.fastq.gz,HP311_S213_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature Ambient pCO2 at 12 hour,at 12 hour,SAMN21362912
1468_ATAC_ITS2,HP312,1468_ATAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-29,USA: Hawaii Reef.35.36,1468,1 week,ATAC,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP312_S222_L001_R1_001.fastq.gz,HP312_S222_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature Ambient pCO2 at 1 week,at 1 week,SAMN21362913
2979_ATHC_ITS2,HP128,2979_ATHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-11-03,USA: Hawaii Reef.35.36,2979,6 week,ATHC,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP128_S40_L001_R1_001.fastq.gz,HP128_S40_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature High pCO2 at 6 week,at 6 week,SAMN21362914
1709_HTHC_ITS2,HP313,1709_HTHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-10-20,USA: Hawaii Lilipuna.Fringe,1709,4 week,HTHC,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP313_S231_L001_R1_001.fastq.gz,HP313_S231_L001_R2_001.fastq.gz,Sampled from: High Temperature High pCO2 at 4 week,at 4 week,SAMN21362915
1583_HTAC_ITS2,HP314,1583_HTAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2018-09-23,USA: Hawaii Lilipuna.Fringe,1583,30 hour,HTAC,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP314_S239_L001_R1_001.fastq.gz,HP314_S239_L001_R2_001.fastq.gz,Sampled from: High Temperature Ambient pCO2 at 30 hour,at 30 hour,SAMN21362916
2737_ATHC_ITS2,HP315,2737_ATHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2018-11-17,USA: Hawaii Reef.35.36,2737,8 week,ATHC,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP315_S248_L001_R1_001.fastq.gz,HP315_S248_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature High pCO2 at 8 week,at 8 week,SAMN21362917
1078_HTHC_ITS2,HP316,1078_HTHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2018-11-03,USA: Hawaii Reef.11.13,1078,6 week,HTHC,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP316_S256_L001_R1_001.fastq.gz,HP316_S256_L001_R2_001.fastq.gz,Sampled from: High Temperature High pCO2 at 6 week,at 6 week,SAMN21362918
