Site,Site.Name,POINT,SITE.ID,Species,COLLECT.DATE,Plug_ID,Tank,Treatment,Temperature,CO2,Timepoint,ANALYSIS,TIME ,RUN,Sample.Date,Dead.Alive,NOTES,Sample Location,Shipment Date,Extraction Date,Tech,Notes,Soft DNA ng_ul,Soft RNA ng_ul,Soft RNA RIN,READY FOR RNASEQ,Hard DNA ng_ul,Hard RNA ng_ul,Hard RNA RIN,Hard DNA uL,Soft DNA uL,Hard RNA uL,Soft RNA uL,Soft DNA ug,Hard DNA ug,Soft RNA ug,Hard RNA ug,Sequencing Batch,Link to notebook post,NCBI Link
SITE 1,Lilipuna.Fringe,5,M44,Mcapitata,20180908,1208,3,ATHC,Ambient,High,TP11,Physiology,9:55,NA,20181215,Alive,In Tank 3 20181118,In Transit to URI ,20190206,,,,,,,,,,,,,,,,,,,,,
SITE 5,Reef.35.36,3,P21,Pacuta,20180906,1215,3,ATHC,Ambient,High,TP11,Physiology,9:47,NA,20181215,Alive,In Tank 3 20181118; off plug,In Transit to URI ,20190206,,,,,,,,,,,,,,,,,,,,,
SITE 5,Reef.35.36,2,P20,Pacuta,20180906,1247,3,ATHC,Ambient,High,TP11,Physiology,9:48,NA,20181215,Alive,In Tank 3 20181118; off plug,In Transit to URI ,20190206,,,,,,,,,,,,,,,,,,,,,
SITE 5,Reef.35.36,1,M5,Mcapitata,20180906,2193,11,ATHC,Ambient,High,TP11,Physiology,10:57,NA,20181215,Alive,In Tank 11 20181118; used for physiology testing,In Transit to URI ,20190206,,,,,,,,,,,,,,,,,,,,,
SITE 5,Reef.35.36,2,P18,Pacuta,20180906,2208,11,ATHC,Ambient,High,TP11,Physiology,10:55,NA,20181215,Alive,In Tank 11 20181118,In Transit to URI ,20190206,,,,,,,,,,,,,,,,,,,,,
SITE 3,Reef.18,2,M15,Mcapitata,20180910,2532,11,ATHC,Ambient,High,TP11,Physiology,10:56,NA,20181215,Alive,In Tank 11 20181118,In Transit to URI ,20190206,,,,,,,,,,,,,,,,,,,,,
SITE 3,Reef.18,3,P29,Pacuta,20180910,2540,11,ATHC,Ambient,High,TP11,Physiology,10:50,NA,20181215,Alive,phys no weigh; In Tank 11 20181118,In Transit to URI ,20190206,,,,,,,,,,,,,,,,,,,,,
SITE 1,Lilipuna.Fringe,1,M6,Mcapitata,20180908,2565,12,ATHC,Ambient,High,TP11,Physiology,11:16,NA,20181215,Alive,In Tank 12 20181118,In Transit to URI ,20190206,,,,,,,,,,,,,,,,,,,,,
SITE 3,Reef.18,2,P13,Pacuta,20180910,2566,12,ATHC,Ambient,High,TP11,Physiology,11:09,NA,20181215,Alive,In Tank 12 20181118; off plug,In Transit to URI ,20190206,,,,,,,,,,,,,,,,,,,,,
SITE 6,Reef.42.43,5,P45,Pacuta,20180905,2738,11,ATHC,Ambient,High,TP11,Physiology,9:33,NA,20181215,Alive,Not in Tank 11 20181118 - maybe it was?; used for physiology testing,In Transit to URI ,20190206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
SITE 2,HIMB,4,P38,Pacuta,20180905,2874,12,ATHC,Ambient,High,TP11,Physiology,11:10,NA,20181215,Alive,In Tank 12 20181118; off plug,In Transit to URI ,20190206,,,,,,,,,,,,,,,,,,,,,
SITE 2,HIMB,4,M39,Mcapitata,20180904,2876,12,ATHC,Ambient,High,TP11,Physiology,11:14,NA,20181215,Alive,In Tank 12 20181118,In Transit to URI ,20190206,,,,,,,,,,,,,,,,,,,,,
SITE 2,HIMB,6,M60,Mcapitata,20180904,1154,3,ATHC,Ambient,High,TP12,Molecular,12:00,NA,20190112,Alive,2 month recovery,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,20191105,ES,"535, 536",33.5,16.8,8.8,YES,13.15,12.6,NA,90,90,95,95,3.015,1.1835,1.596,1.197,Batch3,,
SITE 6,Reef.42.43,4,M34,Mcapitata,20180905,2736,11,ATHC,Ambient,High,TP12,Molecular,12:00,NA,20190112,Alive,2 month recovery,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,20191105,ES,"527, 528",20.5,20,8.3,YES,11.25,13.9,NA,90,90,95,95,1.845,1.0125,1.9,1.3205,Batch3,,
SITE 3,Reef.18,4,M33,Mcapitata,20180910,2990,12,ATHC,Ambient,High,TP12,Molecular,12:00,NA,20190112,Alive,"re-extracted (513, 514, 685, 686); 2 month recovery",In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,20191210,ES,"685, 686",28.2,16.6,8.3,YES,15.1,12.65,NA,90,90,95,95,2.538,1.359,1.577,1.20175,Batch3,,
SITE 1,Lilipuna.Fringe,2,P11,Pacuta,20180908,1206,3,ATHC,Ambient,High,TP12,Molecular BB,12:00,NA,20190112,Alive,2 month recovery ,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,,,,,,,,,,,,,,,,,,,,,
SITE 4,Reef.11.13,2,P14,Pacuta,20180907,2182,11,ATHC,Ambient,High,TP12,Molecular BB,12:00,NA,20190112,Alive,2 month recovery ,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,,,,,,,,,,,,,,,,,,,,,
SITE 4,Reef.11.13,8,M72,Mcapitata,20180907,1186,3,ATHC,Ambient,High,TP12,Molecular BB,12:00,NA,20190112,Alive,2 month recovery; Found in Tank 1 ,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,,,,,,,,,,,,,,,,,,,,,
SITE 4,Reef.11.13,3,M25,Mcapitata,20180907,1720,12,ATHC,Ambient,High,TP12,Molecular BB,12:00,NA,20190112,Alive,2 month recovery,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,,,,,,,,,,,,,,,,,,,,,
SITE 5,Reef.35.36,1,P4,Pacuta,20180906,2209,11,ATHC,Ambient,High,TP12,Molecular BB,12:00,NA,20190112,Alive,2 month recovery; In Tank 11 20181118; found in Tank 3 20190112,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,,,,,,,,,,,,,,,,,,,,,
SITE 3,Reef.18,7,P61,Pacuta,20180910,2539,11,ATHC,Ambient,High,TP12,Molecular BB,12:00,NA,20190112,Alive,2 month recovery ,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,,,,,,,,,,,,,,,,,,,,,
SITE 6,Reef.42.43,6,P51,Pacuta,20180905,2758,12,ATHC,Ambient,High,TP12,Molecular BB,12:00,NA,20190112,Alive,2 month recovery ,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,,,,,,,,,,,,,,,,,,,,,
SITE 6,Reef.42.43,4,M36,Mcapitata,20180905,2755,12,ATHC,Ambient,High,TP12,Molecular BB,12:00,NA,20190112,Alive,2 month recovery,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,,,,,,,,,,,,,,,,,,,,,
SITE 2,HIMB,4,P34,Pacuta,20180905,2868,11,ATHC,Ambient,High,TP12,Molecular BB,12:00,NA,20190112,Alive,2 month recovery ,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,,,,,,,,,,,,,,,,,,,,,
SITE 5,Reef.35.36,3,P30,Pacuta,20180906,2980,12,ATHC,Ambient,High,TP12,Molecular BB,12:00,NA,20190112,Alive,2 month recovery ,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,,,,,,,,,,,,,,,,,,,,,
SITE 1,Lilipuna.Fringe,6,P60,Pacuta,20180908,2988,12,ATHC,Ambient,High,TP12,Molecular BB,12:00,NA,20190112,Alive,2 month recovery ,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,,,,,,,,,,,,,,,,,,,,,
SITE 2,HIMB,3,M23,Mcapitata,20180904,2852,11,ATHC,Ambient,High,TP12,Physiology,12:00,NA,20190112,Alive,2 month recovery,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,,,,,,,,,,,,,,,,,,,,,
SITE 2,HIMB,7,P66,Pacuta,20180905,1149,3,ATHC,Ambient,High,TP12,Physiology,12:00,NA,20190112,Alive,2 month recovery ,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,,,,,,,,,,,,,,,,,,,,,
SITE 3,Reef.18,5,P47,Pacuta,20180910,1492,3,ATHC,Ambient,High,TP12,Physiology,12:00,NA,20190112,Alive,2 month recovery ,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,,,,,,,,,,,,,,,,,,,,,
SITE 5,Reef.35.36,1,M8,Mcapitata,20180906,2857,12,ATHC,Ambient,High,TP12,Physiology,12:00,NA,20190112,Alive,2 month recovery,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,,,,,,,,,,,,,,,,,,,,,
SITE 2,HIMB,1,M3,Mcapitata,20180904,2872,12,ATHC,Ambient,High,TP12,Physiology,12:00,NA,20190112,Alive,2 month recovery,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,,,,,,,,,,,,,,,,,,,,,
SITE 1,Lilipuna.Fringe,5,M49,Mcapitata,20180908,2978,12,ATHC,Ambient,High,TP12,Physiology,12:00,NA,20190112,Alive,2 month recovery,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,,,,,,,,,,,,,,,,,,,,,
SITE 5,Reef.35.36,7,M62,Mcapitata,20180906,3002,12,ATHC,Ambient,High,TP12,Physiology,12:00,NA,20190112,Alive,2 month recovery,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,,,,,,,,,,,,,,,,,,,,,
SITE 4,Reef.11.13,2,P20,Pacuta,20180907,2669,11,ATHC,Ambient,High,TP12,Physiology,12:00,NA,20190112,Alive,2 month recovery ,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,,,,,,,,,,,,,,,,,,,,,
SITE 6,Reef.42.43,7,P66,Pacuta,20180905,2744,11,ATHC,Ambient,High,TP12,Physiology,12:00,NA,20190112,Alive,2 month recovery ,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,,,,,,,,,,,,,,,,,,,,,
SITE 6,Reef.42.43,6,P53,Pacuta,20180905,2751,12,ATHC,Ambient,High,TP12,Physiology,12:00,NA,20190112,Alive,2 month recovery ,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,,,,,,,,,,,,,,,,,,,,,
SITE 4,Reef.11.13,4,P36,Pacuta,20180907,2982,12,ATHC,Ambient,High,TP12,Physiology,12:00,NA,20190112,Alive,2 month recovery ,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,,,,,,,,,,,,,,,,,,,,,
SITE 1,Lilipuna.Fringe,5,M47,Mcapitata,20180908,1579,7,HTAC,High,Ambient,TP1,Molecular,7:09,NA,20180922,Alive,,In Freezer at URI,20181002,20190826,ES,"383, 384",28.5,26.7,8.5,YES,16.45,16.1,NA,90,90,95,95,2.565,1.4805,2.5365,1.5295,Batch3,,
SITE 6,Reef.42.43,6,M52,Mcapitata,20180905,1231,4,HTAC,High,Ambient,TP1,Bleaching,8:48,NA,20181119,Alive,,In Freezer at URI,20181127,"Airbrush, filtered",Maggie,,,,,,,,,,,,,,,,,,,
SITE 2,HIMB,4,P40,Pacuta,20180905,1653,7,HTAC,High,Ambient,TP1,Molecular,7:08,NA,20180922,Alive,,In Freezer at URI,20181002,20190826,ES,"381, 382",44.8,114,6.2,YES,31.9,68,NA,90,90,95,95,4.032,2.871,10.83,6.46,Batch3,,
SITE 3,Reef.18,8,P71,Pacuta,20180910,2005,4,HTAC,High,Ambient,TP1,Molecular,7:14,NA,20180922,Alive,,In Freezer at URI,20181002,20190718,ES,"5, 6",42.4,41.2,8.2,YES,30.3,37.8,8.1,90,90,90,90,3.816,2.727,3.708,3.402,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-18-Soft-and-Hard-Homogenization-%231-32.md,
SITE 6,Reef.42.43,4,M37,Mcapitata,20180905,2183,9,HTAC,High,Ambient,TP1,Molecular,7:04,NA,20180922,Alive,,In Freezer at URI,20181002,20190718,ES,"23, 24",16.85,12.9,8.9,YES,11.6,10.7,8.9,90,90,90,90,1.5165,1.044,1.161,0.963,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-18-Soft-and-Hard-Homogenization-%231-32.md,
SITE 3,Reef.18,5,P48,Pacuta,20180910,2414,9,HTAC,High,Ambient,TP1,Molecular,7:04,NA,20180922,Alive,,In Freezer at URI,20181002,20190807,ES,"321, 322",63.7,112,8.6,YES,48,59.3,8.2,90,90,95,95,5.733,4.32,10.64,5.6335,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-08-07-Soft-and-Hard-Homogenization-Extractions-%23303-322.md,
SITE 6,Reef.42.43,5,M49,Mcapitata,20180905,1624,7,HTAC,High,Ambient,TP1,Bleaching,8:52,NA,20181119,Alive,,In Freezer at URI,20181127,"Airbrush, filtered",Maggie,,,,,,,,,,,,,,,,,,,
SITE 2,HIMB,5,M47,Mcapitata,20180904,1236,4,HTAC,High,Ambient,TP1,Molecular BB,7:16,NA,20180922,Alive,"re-extracted (461, 462, 621, 622); very dark brown, almost black in color",In Freezer at URI,20181002,20191202,ES,"621, 622",0.294,9.38,**,,0.224,7.6,NA,90,90,95,95,0.02646,0.02016,0.8911,0.722,replaced with phys fragment,,
SITE 3,Reef.18,4,M38,Mcapitata,20180910,2411,9,HTAC,High,Ambient,TP1,Bleaching,8:48,NA,20181119,Alive,,In Freezer at URI,20181127,"Airbrush, filtered",Maggie,,,,,,,,,,,,,,,,,,,
SITE 2,HIMB,4,M35,Mcapitata,20180904,1262,4,HTAC,High,Ambient,TP2,Molecular Melted,9:14,NA,20180922,Alive,Sample melted,NA,20181012,,,,,,,,,,,,,,,,,,,,,
SITE 4,Reef.11.13,3,P23,Pacuta,20180907,1314,4,HTAC,High,Ambient,TP2,Molecular Melted,9:14,NA,20180922,Alive,Sample melted,NA,20181012,,,,,,,,,,,,,,,,,,,,,
SITE 1,Lilipuna.Fringe,5,P47,Pacuta,20180908,1539,7,HTAC,High,Ambient,TP2,Molecular Melted,9:30,NA,20180922,Alive,Sample melted,NA,20181012,,,,,,,,,,,,,,,,,,,,,
SITE 2,HIMB,1,M4,Mcapitata,20180904,1633,7,HTAC,High,Ambient,TP2,Molecular Melted,9:31,NA,20180922,Alive,Sample melted,NA,20181012,,,,,,,,,,,,,,,,,,,,,
SITE 1,Lilipuna.Fringe,1,P12,Pacuta,20180910,1682,9,HTAC,High,Ambient,TP2,Molecular Melted,9:22,NA,20180922,Alive,Sample melted,NA,20181012,,,,,,,,,,,,,,,,,,,,,
SITE 1,Lilipuna.Fringe,8,M71,Mcapitata,20180908,1726,9,HTAC,High,Ambient,TP2,Molecular Melted,9:23,NA,20180922,Alive,Sample melted,NA,20181012,,,,,,,,,,,,,,,,,,,,,
SITE 5,Reef.35.36,5,M44,Mcapitata,20180906,1289,4,HTAC,High,Ambient,TP3,Molecular,13:14,NA,20180922,Alive,"re-extracted (245, 246, 569, 570)",In Freezer at URI,20181210,20191113,MS,"569, 570",23.9,14.1,8.6,YES,14.3,7.91,NA,90,90,95,95,2.151,1.287,1.3395,0.75145,Batch3,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-08-01-Soft-and-Hard-Homogenization-Extractions-%23227-254.md,
SITE 6,Reef.42.43,2,P19,Pacuta,20180905,1617,4,HTAC,High,Ambient,TP3,Molecular,13:14,NA,20180922,Alive,,In Freezer at URI,20181210,20190801,ES,"235, 236",24,91.7,8.5,YES,29.9,114,7.8,90,90,95,95,2.16,2.691,8.7115,10.83,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-08-01-Soft-and-Hard-Homogenization-Extractions-%23227-254.md,
SITE 2,HIMB,3,P30,Pacuta,20180905,1642,7,HTAC,High,Ambient,TP3,Molecular,13:45,NA,20180922,Alive,"extracted 20190903, 20190905",In Freezer at URI,20181210,20190903,ES,"443, 444",70,80.2,7.5,YES,37.3,40.1,NA,90,90,95,95,6.3,3.357,7.619,3.8095,Batch3,,
SITE 6,Reef.42.43,3,M25,Mcapitata,20180905,1751,7,HTAC,High,Ambient,TP3,Molecular,13:46,NA,20180922,Alive,,In Freezer at URI,20181210,20190722,ES,"79, 80",34.4,16.9,8.7,YES,18.2,12.2,8.6,90,90,90,90,3.096,1.638,1.521,1.098,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-22-Soft-and-Hard-Homogenization-Extractions-%2373-82.md,
SITE 6,Reef.42.43,6,M54,Mcapitata,20180905,2021,9,HTAC,High,Ambient,TP3,Molecular,13:37,NA,20180922,Alive,"re-extracted (55, 56, 523, 524, 637, 638); 638 is E1/E2",In Freezer at URI,20181210,20191204,ES,"637, 638",51.2,17.65,8.5,YES,13.75,16.35,NA,90,90,90,90,4.608,1.2375,1.5885,1.4715,Batch3,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-22-Soft-and-Hard-Homogenization-Extractions-%2353-72.md,
SITE 6,Reef.42.43,7,P64,Pacuta,20180905,2026,9,HTAC,High,Ambient,TP3,Molecular,13:36,NA,20180922,Alive,,In Freezer at URI,20181210,20190718,ES,"13, 14",11.95,23.1,7.9,YES,14.85,27.4,7.6,90,90,90,90,1.0755,1.3365,2.079,2.466,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-18-Soft-and-Hard-Homogenization-%231-32.md,
SITE 2,HIMB,5,M41,Mcapitata,20180904,1232,4,HTAC,High,Ambient,TP3,Physiology,19:45,Run 3,20180922,Alive,,In Freezer at URI ,20181219,,,,,,,,,,,,,,,,,,,,,
SITE 4,Reef.11.13,7,P65,Pacuta,20180907,1311,4,HTAC,High,Ambient,TP3,Physiology,19:45,Run 3,20180922,Alive,phys no weigh ,In Freezer at URI,NA,,,,,,,,,,,,,,,,,,,,,
SITE 4,Reef.11.13,2,P16,Pacuta,20180907,1488,7,HTAC,High,Ambient,TP3,Physiology,14:06,Run 1,20180922,Alive,,In Freezer at URI ,20181219,,,,,,,,,,,,,,,,,,,,,
SITE 1,Lilipuna.Fringe,5,M43,Mcapitata,20180908,1585,7,HTAC,High,Ambient,TP3,Physiology,14:06,Run 1,20180922,Alive,,In Freezer at URI ,20181219,,,,,,,,,,,,,,,,,,,,,
SITE 2,HIMB,7,M65,Mcapitata,20180904,1640,7,HTAC,High,Ambient,TP3,Physiology,14:06,Run 1,20180922,Alive,,In Freezer at URI ,20181219,,,,,,,,,,,,,,,,,,,,,
SITE 3,Reef.18,4,P40,Pacuta,20180910,1741,4,HTAC,High,Ambient,TP3,Physiology,19:45,Run 3,20180922,Alive,,In Freezer at URI ,20181219,,,,,,,,,,,,,,,,,,,,,
SITE 6,Reef.42.43,4,P36,Pacuta,20180905,1770,7,HTAC,High,Ambient,TP3,Physiology,14:06,Run 1,20180922,Alive,phys no weigh,In Freezer,NA,,,,,,,,,,,,,,,,,,,,,
SITE 3,Reef.18,1,M4,Mcapitata,20180910,2153,4,HTAC,High,Ambient,TP3,Physiology/Molecular,19:45,Run 3,20180922,Alive,"was physiology, used for molecular",In Freezer at URI ,20181219,20191210,ES,"689, 690",36.9,38.1,9,YES,21,15.7,NA,90,90,95,95,3.321,1.89,3.6195,1.4915,Batch3,,
SITE 5,Reef.35.36,2,M16,Mcapitata,20180906,1269,4,HTAC,High,Ambient,TP4,Molecular,19:11,NA,20180922,Alive,"re-extracted (289, 290, 605, 606); combined hard E1 and E2 ",In Freezer at URI,20181210,20191202,ES,"605, 606",23,16.75,8.6,YES,12.9,8.95,NA,90,90,95,95,2.07,1.161,1.59125,0.85025,Batch3,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-08-06-Soft-and-Hard-Homogenization-Extractions-%23283-302.md,
SITE 5,Reef.35.36,8,M75,Mcapitata,20180906,1481,7,HTAC,High,Ambient,TP4,Molecular,19:16,NA,20180922,Alive,"re-extracted (389, 390, 543, 544, 651, 652)",In Freezer at URI,20181210,20191205,MS,"651, 652",40.5,24,8.2,YES,19.65,11.8,NA,90,90,95,95,3.645,1.062,2.28,1.121,Batch3,,
SITE 1,Lilipuna.Fringe,7,P61,Pacuta,20180908,1581,9,HTAC,High,Ambient,TP4,Molecular,19:26,NA,20180922,Alive,,In Freezer at URI,20181210,20190826,ES,"405, 406",43.2,70.8,8.8,YES,37.2,52.2,NA,90,90,95,95,3.888,3.348,6.726,4.959,Batch3,,
SITE 3,Reef.18,5,P45,Pacuta,20180910,1701,4,HTAC,High,Ambient,TP4,Molecular,19:18,NA,20180922,Alive,,In Freezer at URI,20181210,20190826,ES,"403, 404",107,109.5,8.7,YES,34.2,77,NA,90,90,95,95,9.63,3.078,10.4025,7.315,Batch3,,
SITE 6,Reef.42.43,5,P43,Pacuta,20180905,1767,7,HTAC,High,Ambient,TP4,Molecular,19:15,NA,20180922,Alive,,In Freezer at URI,20181210,20190823,MS,"373, 374",110,130,7.3,YES,52.1,74.6,NA,90,90,95,95,9.9,4.689,12.35,7.087,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-08-23-Soft-and-Hard-Homogenization-Extractions-%23363-374.md,
SITE 2,HIMB,1,M10,Mcapitata,20180904,2000,9,HTAC,High,Ambient,TP4,Molecular,19:27,NA,20180922,Alive,,In Freezer at URI,20181210,20190730,ES,"177, 178",12.15,28.2,8.5,YES,19,19.2,7.4,90,90,95,95,1.0935,1.71,2.679,1.824,Batch3,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-30-Soft-and-Hard-Homogenization-Extractions-%23155-178.md,
SITE 5,Reef.35.36,7,P70,Pacuta,20180906,1303,4,HTAC,High,Ambient,TP5,Molecular,13:19,NA,20180923,Alive,RNA in 2 equal volume elutions,In Freezer at URI,20181210,20190726,ES,"143, 144 - 2nd elution RNA and DNA values",33.6,29.2,7.1,YES,18.85,18.4,6.9,40,40,45,45,1.344,0.754,1.314,0.828,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-26-Soft-and-Hard-Homogenization-Extractions-%23139-146.md,
SITE 4,Reef.11.13,2,M16,Mcapitata,20180907,1321,4,HTAC,High,Ambient,TP5,Molecular,13:19,NA,20180923,Alive,"re-extracted (225, 226, 589, 590, 677, 678)",In Freezer at URI,20181210,20191209,ES,"677, 678",37.3,35.2,9,YES,16.85,13.5,NA,90,90,95,95,3.357,1.5165,3.344,1.2825,Batch3,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-31-Soft-and-Hard-Homogenization-Extractions-%23179-226.md,
SITE 5,Reef.35.36,4,P36,Pacuta,20180906,1571,7,HTAC,High,Ambient,TP5,Molecular,13:16,NA,20180923,Alive,,In Freezer at URI,20181210,20191121,ES,"581, 582",61.5,29.2,8.2,YES,25.7,18.4,NA,90,90,95,95,5.535,2.313,2.774,1.748,Batch3,,
SITE 1,Lilipuna.Fringe,2,M18,Mcapitata,20180908,1583,7,HTAC,High,Ambient,TP5,Molecular,13:17,NA,20180923,Alive,"re-extracted (219, 220, 593, 594)",In Freezer at URI; shipped 20190118,,20191121,ES,"593, 594",21.2,11.05,8.9,YES,12,6.4,NA,90,90,95,95,1.908,1.08,1.04975,0.608,Batch3,,
SITE 4,Reef.11.13,7,P66,Pacuta,20180907,1707,9,HTAC,High,Ambient,TP5,Molecular,13:07,NA,20180923,Alive,"extracted 20190903, 20190905",In Freezer at URI,20181210,20190905,ES,"445, 446",96.6,77.5,8.5,YES,35.4,42.3,NA,90,90,95,95,8.694,3.186,7.3625,4.0185,Batch3,,
SITE 2,HIMB,3,M28,Mcapitata,20180904,1997,9,HTAC,High,Ambient,TP5,Molecular,13:07,NA,20180923,Alive,"extracted 20190903, 20190905",In Freezer at URI,20181210,20190905,ES,"453, 454",23.2,14.2,9.1,YES ,11.2,10.2,NA,90,90,95,95,2.088,1.008,1.349,0.969,Batch3,,
SITE 6,Reef.42.43,1,M7,Mcapitata,20180905,1242,4,HTAC,High,Ambient,TP5,Physiology,18:06,Run 6,20180923,Alive,,In Freezer at URI,20181219,,,,,,,,,,,,,,,,,,,,,
SITE 1,Lilipuna.Fringe,8,P75,Pacuta,20180908,1271,4,HTAC,High,Ambient,TP5,Physiology,18:06,Run 6,20180923,Alive,,In Freezer at URI,20181219,,,,,,,,,,,,,,,,,,,,,
SITE 4,Reef.11.13,4,M31,Mcapitata,20180907,1299,4,HTAC,High,Ambient,TP5,Physiology,18:06,Run 6,20180923,Alive,,In Freezer at URI,20181219,,,,,,,,,,,,,,,,,,,,,
SITE 5,Reef.35.36,7,P63,Pacuta,20180906,1336,4,HTAC,High,Ambient,TP5,Physiology,18:06,Run 6,20180923,Alive,,In Freezer at URI,20181219,,,,,,,,,,,,,,,,,,,,,
SITE 5,Reef.35.36,6,M52,Mcapitata,20180906,1470,7,HTAC,High,Ambient,TP5,Physiology,15:07,Run 4,20180923,Alive,,In Freezer at URI,20190118,,,,,,,,,,,,,,,,,,,,,
SITE 1,Lilipuna.Fringe,5,P41,Pacuta,20180908,1491,7,HTAC,High,Ambient,TP5,Physiology,15:07,Run 4,20180923,Alive,,In Freezer at URI,20190118,,,,,,,,,,,,,,,,,,,,,
SITE 1,Lilipuna.Fringe,4,M33,Mcapitata,20180908,1687,9,HTAC,High,Ambient,TP5,Physiology,11:47,Run 2,20180923,Alive,phys no weigh,In Freezer at URI,20181219,,,,,,,,,,,,,,,,,,,,,
SITE 4,Reef.11.13,1,P10,Pacuta,20180907,1691,9,HTAC,High,Ambient,TP5,Physiology,11:47,Run 2,20180923,Alive,phys no weigh,In Freezer at URI,20181219,,,,,,,,,,,,,,,,,,,,,
SITE 5,Reef.35.36,7,M68,Mcapitata,20180906,1708,9,HTAC,High,Ambient,TP5,Physiology,11:47,Run 2,20180923,Alive,phys no weigh,In Freezer at URI,20181219,,,,,,,,,,,,,,,,,,,,,
SITE 5,Reef.35.36,5,P47,Pacuta,20180906,1735,9,HTAC,High,Ambient,TP5,Physiology,11:47,Run 2,20180923,Alive,phys no weigh,In Freezer at URI,20181219,,,,,,,,,,,,,,,,,,,,,
SITE 3,Reef.18,3,M27,Mcapitata,20180910,2378,7,HTAC,High,Ambient,TP5,Physiology,15:07,Run 4,20180923,Alive,,In Freezer at URI,20190118,,,,,,,,,,,,,,,,,,,,,
SITE 3,Reef.18,8,P74,Pacuta,20180910,2384,7,HTAC,High,Ambient,TP5,Physiology,15:07,Run 4,20180923,Alive,,In Freezer at URI,20190118,,,,,,,,,,,,,,,,,,,,,
SITE 5,Reef.35.36,5,P49,Pacuta,20180906,1330,4,HTAC,High,Ambient,TP6,Molecular,12:59,NA,20180929,Alive,,In Freezer at URI,20181219,20190801,ES,"233, 234",24.9,110,8.3,YES,16.8,82.5,8.8,90,90,95,95,2.241,1.512,10.45,7.8375,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-08-01-Soft-and-Hard-Homogenization-Extractions-%23227-254.md,
SITE 1,Lilipuna.Fringe,3,P27,Pacuta,20180908,1466,7,HTAC,High,Ambient,TP6,Molecular,13:12,NA,20180929,Alive,,In Freezer at URI,20181219,20190731,ES,"221, 222",54.8,58.8,8.3,YES,32.8,61.2,7.8,90,90,95,95,4.932,2.952,5.586,5.814,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-31-Soft-and-Hard-Homogenization-Extractions-%23179-226.md,
SITE 5,Reef.35.36,6,M60,Mcapitata,20180906,1496,7,HTAC,High,Ambient,TP6,Molecular,13:13,NA,20180929,Alive,,In Freezer at URI,20181219,20190801,ES,"249, 250",12.15,18.3,8.8,YES,8.89,11.3,**,90,90,95,95,1.0935,0.8001,1.7385,1.0735,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-08-01-Soft-and-Hard-Homogenization-Extractions-%23227-254.md,
