Site,Site.Name,POINT,SITE.ID,Species,COLLECT.DATE,NCBI_Sample_Title,NCBI_Sample_Name,Plug_ID,Tank,Treatment,Temperature,CO2,Timepoint,ANALYSIS,TIME,RUN,Sample.Date,Dead.Alive,NOTES,Sample Location,Shipment Date,Extraction Date,Tech,Notes,Soft DNA ng_ul,Soft RNA ng_ul,Soft RNA RIN,READY FOR RNASEQ,Hard DNA ng_ul,Hard RNA ng_ul,Hard RNA RIN,Hard DNA uL,Soft DNA uL,Hard RNA uL,Soft RNA uL,Soft DNA ug,Hard DNA ug,Soft RNA ug,Hard RNA ug,Sequencing Batch,Link to notebook post,NCBI Link,host_subject_id,Project
SITE 2,HIMB,5,M42,Mcapitata,20180904,1121_ATAC_HoloInt,1121_ATAC,1121,1,ATAC,Ambient,Ambient,6 week,Molecular,13:30,NA,20181103,Alive,"re-extracted (201, 202, 555, 556, 639, 640); phys no weigh; need to confirm in tank",In Freezer at URI,20181127,20191204,ES,"639, 640",30.1,16.9,8.7,YES,20.4,10.8,NA,90,90,95,95,2.709,1.836,1.6055,1.026,Batch3,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-31-Soft-and-Hard-Homogenization-Extractions-%23179-226.md,NA,HPW320,HoloInt
SITE 1,Lilipuna.Fringe,5,P50,Pacuta,20180908,1329_HTAC_HoloInt,1329_HTAC,1329,4,HTAC,High,Ambient,4 week,Molecular,13:15,NA,20181020,Alive,"re-extracted (261, 262, 641, 642); green columns used for DNA, DNA/RNA shield used as wash for DNA (261, 262); whole fragment melted 20200227 left out of freezer",In Freezer at URI,20181210,20191204,ES,"641, 642",41.7,48,8.7,YES,48.1,36.5,NA,90,90,95,95,3.753,4.329,4.56,3.4675,Batch3,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-08-02-Soft-and-Hard-Homogenization-Extractions-%23255-266.md,NA,HPW169,HoloInt
SITE 4,Reef.11.13,3,M30,Mcapitata,20180907,1332_HTHC_HoloInt,1332_HTHC,1332,5,HTHC,High,High,8 week,Molecular,13:22,NA,20181117,Alive,"re-extracted (71, 72, 525, 526, 645, 646)",In Freezer at URI,20181127,20191205,MS,"645, 646",43.3,19.9,7.9,YES,22.2,9.42,NA,90,90,90,90,3.897,1.998,1.791,0.8478,Batch3,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-22-Soft-and-Hard-Homogenization-Extractions-%2353-72.md,NA,HPW078,HoloInt
SITE 4,Reef.11.13,5,M47,Mcapitata,20180907,1212_ATHC_HoloInt,1212_ATHC,1212,3,ATHC,Ambient,High,1 week,Molecular,13:06,NA,20180929,Alive,"re-extracted (281, 282, 541, 542, 647, 648)",In Freezer at URI,20181219,20191205,MS,"647, 648",34,22.4,8.4,YES,24.2,14.15,NA,90,90,95,95,3.06,2.178,2.128,1.34425,Batch3,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-08-05-Soft-and-Hard-Homogenization-Extractions-%23267-282.md,NA,HPW308,HoloInt
SITE 6,Reef.42.43,6,M53,Mcapitata,20180905,2753_ATHC_HoloInt,2753_ATHC,2753,12,ATHC,Ambient,High,4 week,Molecular,13:44,NA,20181020,Alive,"re-extracted (127, 128, 649, 650)",In Freezer at URI,20181210,20191205,MS,"649, 650",46,28.6,8.9,YES,17.9,11,NA,90,90,90,90,4.14,1.611,2.574,0.99,Batch3,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-25-Soft-and-Hard-Homogenization-Extractions-119-138.md,NA,HPW088,HoloInt
SITE 3,Reef.18,2,P15,Pacuta,20180910,2513_HTAC_HoloInt,2513_HTAC,2513,9,HTAC,High,Ambient,4 week,Molecular,13:26,NA,20181020,Alive,phys no weigh; need to confirm in tank,In Freezer at URI,20181210,20190722,ES,"65, 66",22.9,31.2,6.7,YES,12.55,22,6.5,90,90,90,90,2.061,1.1295,2.808,1.98,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-22-Soft-and-Hard-Homogenization-Extractions-%2353-72.md,NA,HPW076,HoloInt
SITE 5,Reef.35.36,8,M75,Mcapitata,20180906,1481_HTAC_HoloInt,1481_HTAC,1481,7,HTAC,High,Ambient,12 hour,Molecular,19:16,NA,20180922,Alive,"re-extracted (389, 390, 543, 544, 651, 652)",In Freezer at URI,20181210,20191205,MS,"651, 652",40.5,24,8.2,YES,19.65,11.8,NA,90,90,95,95,3.645,1.062,2.28,1.121,Batch3,NA,NA,HPW268,HoloInt
SITE 3,Reef.18,4,M35,Mcapitata,20180910,1588_HTAC_HoloInt,1588_HTAC,1588,4,HTAC,High,Ambient,1 week,Molecular,13:00,NA,20180929,Alive,"re-extracted (265, 266, 615, 616, 655, 656); green columns used for DNA, DNA/RNA shield used as wash for DNA (265, 266)",In Freezer at URI,20181219,20191206,MS,"655, 656",10.65,12.75,8.3,YES,14.3,8.59,NA,90,90,95,95,0.9585,1.287,1.21125,0.81605,Batch3,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-08-02-Soft-and-Hard-Homogenization-Extractions-%23255-266.md,NA,HPW248,HoloInt
SITE 3,Reef.18,5,M47,Mcapitata,20180910,2511_HTHC_HoloInt,2511_HTHC,2511,10,HTHC,High,High,12 week,Molecular,11:04,NA,20181215,Alive,"re-extracted (485, 486, 611, 612, 657, 658); In Tank 10 20181118",In Transit to URI,20190206,20191206,MS,"657, 658",19.75,16.65,7.9,YES,16.1,14.1,NA,90,90,95,95,1.7775,1.449,1.58175,1.3395,Batch3,NA,NA,HPW152,HoloInt
SITE 2,HIMB,3,P22,Pacuta,20180905,1147_ATHC_HoloInt,1147_ATHC,1147,3,ATHC,Ambient,High,12 week,Molecular,9:49,NA,20181215,Alive,"re-extracted (515, 516, 623, 624; 659, 660, 675, 676); In Tank 3 20181118",In Transit to URI,20190206,20191206,ES,"659, 660",57.5,120,6.7,YES,39.3,69,NA,90,90,95,95,5.175,3.537,11.4,6.555,Batch3,NA,NA,HPW061,HoloInt
SITE 6,Reef.42.43,5,M43,Mcapitata,20180905,1229_ATHC_HoloInt,1229_ATHC,1229,3,ATHC,Ambient,High,30 hour,Molecular,13:10,NA,20180923,Alive,"re-extracted (463, 464, 617, 618, 661, 662)",In Freezer at URI,20181210,20191206,MS,"661, 662",14.75,12.6,8.4,YES,11.85,11.05,NA,90,90,95,95,1.3275,1.0665,1.197,1.04975,Batch3,NA,NA,HPW133,HoloInt
SITE 4,Reef.11.13,1,M2,Mcapitata,20180907,1689_HTHC_HoloInt,1689_HTHC,1689,10,HTHC,High,High,8 week,Molecular,13:38,NA,20181117,Alive,"re-extracted (61, 62, 521, 522, 643, 644; 663, 664)",In Freezer at URI,20181127,20191206,MS,"663, 664",34.9,16.1,7.6,YES,20.4,13.45,NA,90,90,90,90,3.141,1.836,1.449,1.2105,Batch3,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-22-Soft-and-Hard-Homogenization-Extractions-%2353-72.md,NA,HPW140,HoloInt
SITE 4,Reef.11.13,5,M48,Mcapitata,20180907,1204_ATHC_HoloInt,1204_ATHC,1204,3,ATHC,Ambient,High,8 week,Molecular,13:11,NA,20181117,Alive,"re-extracted (145, 146, 571, 572, 665, 666); RNA in 2 equal volume elutions in 145, 146",In Freezer at URI,20181127,20191208,ES,"665, 666",34.9,30.7,8.3,YES,18.85,10.7,NA,90,90,95,95,3.141,1.6965,2.9165,1.0165,Batch3,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-26-Soft-and-Hard-Homogenization-Extractions-%23139-146.md,NA,HPW065,HoloInt
SITE 2,HIMB,3,M30,Mcapitata,20180904,1609_ATAC_HoloInt,1609_ATAC,1609,6,ATAC,Ambient,Ambient,12 hour,Molecular,19:25,NA,20180922,Alive,"re-extracted (561, 562, 667, 668)",In Freezer at URI,20181210,20191208,ES,"667, 668",25.9,18.9,8.4,YES,12.45,10.2,NA,90,90,95,95,2.331,1.1205,1.7955,0.969,Batch3,NA,NA,HPW222,HoloInt
SITE 3,Reef.18,1,P1,Pacuta,20180910,2534_ATHC_HoloInt,2534_ATHC,2534,11,ATHC,Ambient,High,6 hour,Molecular,13:33,NA,20180922,Alive,"re-extracted (559, 560, 669, 670)",In Freezer at URI,20181210,20191208,ES,"669, 670",104.5,108,7.4,YES,48.7,50.6,NA,90,90,95,95,9.405,4.383,10.26,4.807,Batch3,NA,NA,HPW247,HoloInt
SITE 6,Reef.42.43,1,M3,Mcapitata,20180905,1235_HTAC_HoloInt,1235_HTAC,1235,4,HTAC,High,Ambient,4 week,Molecular,13:16,NA,20181020,Alive,NA,In Freezer at URI,20181210,20190722,ES,"67, 68",34.7,23.1,7.7,YES,15.1,26.2,7.9,90,90,90,90,3.123,1.359,2.079,2.358,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-22-Soft-and-Hard-Homogenization-Extractions-%2353-72.md,NA,HPW173,HoloInt
SITE 3,Reef.18,7,M64,Mcapitata,20180910,2403_ATAC_HoloInt,2403_ATAC,2403,8,ATAC,Ambient,Ambient,16 week,Molecular,12:00,NA,20190112,Alive,"re-extracted (531, 532, 627, 628, 671, 672); 2 month recovery",In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,20191208,ES,"671, 672",34.5,31.8,8.9,YES,20.8,13.2,NA,90,90,95,95,3.105,1.872,3.021,1.254,Batch3,NA,NA,HPW303,HoloInt
SITE 4,Reef.11.13,2,M16,Mcapitata,20180907,1321_HTAC_HoloInt,1321_HTAC,1321,4,HTAC,High,Ambient,30 hour,Molecular,13:19,NA,20180923,Alive,"re-extracted (225, 226, 589, 590, 677, 678)",In Freezer at URI,20181210,20191209,ES,"677, 678",37.3,35.2,9,YES,16.85,13.5,NA,90,90,95,95,3.357,1.5165,3.344,1.2825,Batch3,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-31-Soft-and-Hard-Homogenization-Extractions-%23179-226.md,NA,HPW122,HoloInt
SITE 4,Reef.11.13,4,M34,Mcapitata,20180907,1604_HTHC_HoloInt,1604_HTHC,1604,10,HTHC,High,High,1 week,Molecular,13:01,NA,20180929,Alive,"re-extracted (215, 216, 601, 602, 679, 680); 602 is E1/E2",In Freezer at URI,20181219,20191209,ES,"679, 680",29,18.8,8.1,YES,30.5,13.4,NA,90,90,95,95,2.61,2.745,1.786,1.273,Batch3,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-31-Soft-and-Hard-Homogenization-Extractions-%23179-226.md,NA,HPW288,HoloInt
SITE 6,Reef.42.43,2,M19,Mcapitata,20180905,1645_HTAC_HoloInt,1645_HTAC,1645,7,HTAC,High,Ambient,2 week,Molecular,13:28,NA,20181006,Alive,"re-extracted (287, 288, 613, 614, 653, 654, 681, 682)",In Freezer at HIMB,TBD,20191209,ES,"681, 682",30.3,23.8,8.9,YES,20.5,14.3,NA,90,90,95,95,2.727,1.845,2.261,1.3585,Batch3,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-08-06-Soft-and-Hard-Homogenization-Extractions-%23283-302.md,NA,HPW093,HoloInt
SITE 2,HIMB,2,M16,Mcapitata,20180904,2067_HTHC_HoloInt,2067_HTHC,2067,10,HTHC,High,High,4 week,Molecular,13:20,NA,20181020,Alive,"re-extracted (169, 170, 545, 546, 631, 632, 673, 674, 683, 684)",In Freezer at URI,20181210,20191209,ES,"683, 684",24.6,10.8,8.6,YES,13,5.87,NA,90,90,95,95,2.214,1.17,1.026,0.55765,Batch3,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-30-Soft-and-Hard-Homogenization-Extractions-%23155-178.md,NA,HPW124,HoloInt
SITE 3,Reef.18,4,M33,Mcapitata,20180910,2990_ATHC_HoloInt,2990_ATHC,2990,12,ATHC,Ambient,High,16 week,Molecular,12:00,NA,20190112,Alive,"re-extracted (513, 514, 685, 686); 2 month recovery",In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,20191210,ES,"685, 686",28.2,16.6,8.3,YES,15.1,12.65,NA,90,90,95,95,2.538,1.359,1.577,1.20175,Batch3,NA,NA,HPW260,HoloInt
SITE 6,Reef.42.43,6,M58,Mcapitata,20180905,2734_ATHC_HoloInt,2734_ATHC,2734,11,ATHC,Ambient,High,12 hour,Molecular,19:32,NA,20180922,Alive,"re-extracted (361, 362, 685, 686, 687, 688)",In Freezer at URI,20181210,20191216,MS,"687, 688",73.6,54.4,8.3,YES,34.7,22.4,NA,90,90,95,95,6.624,3.123,5.168,2.128,Batch3,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-08-15-Soft-and-Hard-Homogenization-Extractions-%23351-362.md,NA,HPW296,HoloInt
SITE 5,Reef.35.36,6,M56,Mcapitata,20180906,2986_ATHC_HoloInt,2986_ATHC,2986,12,ATHC,Ambient,High,30 hour,Molecular,13:19,NA,20180923,Alive,"re-extracted (411, 412, 687, 688)",In Freezer at URI,20181210,20191210,ES,"687, 688",11.95,15.55,8.7,YES,10.35,8.27,NA,90,90,95,95,1.0755,0.9315,1.47725,0.78565,Batch3,NA,NA,HPW064,HoloInt
SITE 3,Reef.18,1,M4,Mcapitata,20180910,2153_HTAC_HoloInt,2153_HTAC,2153,4,HTAC,High,Ambient,Day 1,Physiology/Molecular,19:45,Run 3,20180922,Alive,"was physiology, used for molecular",In Freezer at URI,20181219,20191210,ES,"689, 690",36.9,38.1,9,YES,21,15.7,NA,90,90,95,95,3.321,1.89,3.6195,1.4915,Batch3,NA,NA,HPW236,HoloInt
SITE 6,Reef.42.43,4,P33,Pacuta,20180905,1141_ATAC_HoloInt,1141_ATAC,1141,1,ATAC,Ambient,Ambient,6 week,Molecular,13:31,NA,20181103,Alive,NA,In Freezer at URI,20181127,20190722,ES,"69, 70",16.95,47.2,7.3,YES,24.1,25.4,7,90,90,90,90,1.5255,2.169,4.248,2.286,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-22-Soft-and-Hard-Homogenization-Extractions-%2353-72.md,NA,HPW277,HoloInt
SITE 4,Reef.11.13,5,M45,Mcapitata,20180907,1467_HTAC_HoloInt,1467_HTAC,1467,7,HTAC,High,Ambient,6 week,Molecular,13:29,NA,20181103,Alive,"re-extracted (141, 142, 585, 586, 691, 692); RNA in 2 equal volume elutions for 141, 142",In Freezer at URI,20181127,20191210,ES,"691, 692",28.1,15.55,8.6,YES,12.75,8.57,NA,90,90,95,95,2.529,1.1475,1.47725,0.81415,Batch3,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-26-Soft-and-Hard-Homogenization-Extractions-%23139-146.md,NA,HPW262,HoloInt
SITE 3,Reef.18,8,M72,Mcapitata,20180910,2386_HTAC_HoloInt,2386_HTAC,2386,7,HTAC,High,Ambient,4 week,Molecular,13:32,NA,20181020,Alive,NA,In Freezer at URI,20181210,20190718,ES,"7, 8",52,36.4,8.2,YES,36.1,31.4,7.8,90,90,90,90,4.68,3.249,3.276,2.826,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-18-Soft-and-Hard-Homogenization-%231-32.md,NA,HPW081,HoloInt
SITE 5,Reef.35.36,5,M49,Mcapitata,20180906,1095_ATAC_HoloInt,1095_ATAC,1095,1,ATAC,Ambient,Ambient,8 week,Molecular,13:06,NA,20181117,Alive,NA,In Freezer at URI,20181127,20190722,ES,"77, 78",13.8,17.2,8.3,YES,12.9,11.1,8.4,90,90,90,90,1.242,1.161,1.548,0.999,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-22-Soft-and-Hard-Homogenization-Extractions-%2373-82.md,NA,HPW062,HoloInt
SITE 6,Reef.42.43,3,M25,Mcapitata,20180905,1751_HTAC_HoloInt,1751_HTAC,1751,7,HTAC,High,Ambient,6 hour,Molecular,13:46,NA,20180922,Alive,NA,In Freezer at URI,20181210,20190722,ES,"79, 80",34.4,16.9,8.7,YES,18.2,12.2,8.6,90,90,90,90,3.096,1.638,1.521,1.098,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-22-Soft-and-Hard-Homogenization-Extractions-%2373-82.md,NA,HPW186,HoloInt
SITE 3,Reef.18,4,P34,Pacuta,20180910,2304_HTHC_HoloInt,2304_HTHC,2304,5,HTHC,High,High,4 week,Molecular,13:36,NA,20181020,Alive,NA,In Freezer at URI,20181210,20190722,ES,"81, 82",25.1,24.4,9,YES,12.75,32.3,8.7,90,90,90,90,2.259,1.1475,2.196,2.907,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-22-Soft-and-Hard-Homogenization-Extractions-%2373-82.md,NA,HPW132,HoloInt
SITE 3,Reef.18,7,P68,Pacuta,20180910,2357_ATAC_HoloInt,2357_ATAC,2357,6,ATAC,Ambient,Ambient,6 week,Molecular,13:42,NA,20181103,Alive,NA,In Freezer at URI,20181127,20190718,ES,"9, 10",57.2,77.9,7.8,YES,61.8,48.4,7.3,90,90,90,90,5.148,5.562,7.011,4.356,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-18-Soft-and-Hard-Homogenization-%231-32.md,NA,HPW270,HoloInt
SITE 4,Reef.11.13,6,M59,Mcapitata,20180907,1074_HTHC_HoloInt,1074_HTHC,1074,2,HTHC,High,High,8 week,Molecular,13:10,NA,20181117,Alive,NA,In Freezer at URI,20181127,20190722,ES,"93, 94",41.2,14.8,8.2,YES,22.2,10.4,**,90,90,90,90,3.708,1.998,1.332,0.936,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-22-Soft-and-Hard-Homogenization-Extractions-%2373-82.md,NA,HPW068,HoloInt
SITE 6,Reef.42.43,1,M4,Mcapitata,20180905,1148_ATHC_HoloInt,1148_ATHC,1148,3,ATHC,Ambient,High,6 week,Molecular,13:24,NA,20181103,Alive,NA,In Freezer at URI,20181127,20190724,ES,"99, 100",59.2,26.1,8.5,YES,28,15,8.5,90,90,90,90,5.328,2.52,2.349,1.35,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-24-Soft-and-Hard-Homogenization-Extractions-%2391-118.md,NA,HPW194,HoloInt
SITE 5,Reef.35.36,3,P23,Pacuta,20180906,1177_HTHC_HoloInt,1177_HTHC,1177,2,HTHC,High,High,12 week,Molecular,9:42,NA,20181215,Alive,"In Tank 2 20181118; off plug, from image on 20181214 no tissue remaining on fragment",In Transit to URI,20190206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"no other fragment for that timepoint, treatment",NA,NA,NA,HoloInt
SITE 6,Reef.42.43,2,P12,Pacuta,20180905,1239_HTHC_HoloInt,1239_HTHC,1239,2,HTHC,High,High,0 hour,Molecular,7:04,NA,20180922,Alive,NA,In Freezer at URI,20181002,20190823,MS,NA,76.9,93.4,6.9,YES,28.6,46.2,NA,90,90,95,95,6.921,2.574,8.873,4.389,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-08-23-Soft-and-Hard-Homogenization-Extractions-%23363-374.md,NA,HPW204,HoloInt
