accession	message	sample_name	sample_title	bioproject_accession	organism	collection_date	env_broad_scale	env_local_scale	env_medium	geo_loc_name	host	lat_lon	altitude	chem_administration	depth	elev	gravidity	host_age	host_blood_press_diast	host_blood_press_syst	host_body_habitat	host_body_product	host_body_temp	host_color	host_diet	host_disease	host_dry_mass	host_family_relationship	host_genotype	host_growth_cond	host_height	host_infra_specific_name	host_infra_specific_rank	host_last_meal	host_length	host_life_stage	host_phenotype	host_sex	host_shape	host_subject_id	host_substrate	host_taxid	host_tissue_sampled	host_tot_mass	isolation_source	misc_param	omics_observ_id	organism_count	oxy_stat_samp	perturbation	ref_biomaterial	rel_to_oxygen	samp_collect_device	samp_mat_process	samp_salinity	samp_size	samp_store_dur	samp_store_loc	samp_store_temp	size_frac	source_material_id	temp	description
SAMN21362742	Successfully loaded	2873_ATHC_ITS2	2873_ATHC_HoloInt		metagenome	2018-11-03T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii HIMB	Pocillopora acuta	21.436056, -157.786861																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		31 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature High pCO2 at 6 week
SAMN21362742	We will automatically transform the attribute value(s) you provided as follows.	2873_ATHC_ITS2	2873_ATHC_HoloInt		metagenome	2018-11-03T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii HIMB	Pocillopora acuta	21.436056, -157.786861																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		31 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature High pCO2 at 6 week
SAMN21362743	Successfully loaded	1196_ATAC_ITS2	1196_ATAC_HoloInt		metagenome	2018-09-23T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.18	Montipora capitata	21.450806, -157.811139																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		32 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature Ambient pCO2 at 30 hour
SAMN21362743	We will automatically transform the attribute value(s) you provided as follows.	1196_ATAC_ITS2	1196_ATAC_HoloInt		metagenome	2018-09-23T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.18	Montipora capitata	21.450806, -157.811139																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		32 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature Ambient pCO2 at 30 hour
SAMN21362744	Successfully loaded	1225_HTAC_ITS2	1225_HTAC_HoloInt		metagenome	2018-11-17T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii HIMB	Pocillopora acuta	21.436056, -157.786861																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		33 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature Ambient pCO2 at 8 week
SAMN21362744	We will automatically transform the attribute value(s) you provided as follows.	1225_HTAC_ITS2	1225_HTAC_HoloInt		metagenome	2018-11-17T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii HIMB	Pocillopora acuta	21.436056, -157.786861																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		33 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature Ambient pCO2 at 8 week
SAMN21362745	Successfully loaded	2861_ATHC_ITS2	2861_ATHC_HoloInt		metagenome	2018-10-20T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii HIMB	Pocillopora acuta	21.436056, -157.786861																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		34 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature High pCO2 at 4 week
SAMN21362745	We will automatically transform the attribute value(s) you provided as follows.	2861_ATHC_ITS2	2861_ATHC_HoloInt		metagenome	2018-10-20T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii HIMB	Pocillopora acuta	21.436056, -157.786861																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		34 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature High pCO2 at 4 week
SAMN21362746	Successfully loaded	2064_HTAC_ITS2	2064_HTAC_HoloInt		metagenome	2018-11-17T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii HIMB	Pocillopora acuta	21.436056, -157.786861																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		35 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature Ambient pCO2 at 8 week
SAMN21362746	We will automatically transform the attribute value(s) you provided as follows.	2064_HTAC_ITS2	2064_HTAC_HoloInt		metagenome	2018-11-17T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii HIMB	Pocillopora acuta	21.436056, -157.786861																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		35 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature Ambient pCO2 at 8 week
SAMN21362747	Successfully loaded	1644_ATAC_ITS2	1644_ATAC_HoloInt		metagenome	2018-12-15T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii HIMB	Montipora capitata	21.436056, -157.786861																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		36 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature Ambient pCO2 at 12 week
SAMN21362747	We will automatically transform the attribute value(s) you provided as follows.	1644_ATAC_ITS2	1644_ATAC_HoloInt		metagenome	2018-12-15T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii HIMB	Montipora capitata	21.436056, -157.786861																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		36 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature Ambient pCO2 at 12 week
SAMN21362748	Successfully loaded	1168_HTHC_ITS2	1168_HTHC_HoloInt		metagenome	2018-09-23T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.35.36	Pocillopora acuta	21.473889, -157.833667																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		37 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature High pCO2 at 30 hour
SAMN21362748	We will automatically transform the attribute value(s) you provided as follows.	1168_HTHC_ITS2	1168_HTHC_HoloInt		metagenome	2018-09-23T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.35.36	Pocillopora acuta	21.473889, -157.833667																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		37 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature High pCO2 at 30 hour
SAMN21362749	Successfully loaded	1561_ATAC_ITS2	1561_ATAC_HoloInt		metagenome	2018-11-17T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.11.13	Montipora capitata	21.450806, -157.794944																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		38 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature Ambient pCO2 at 8 week
SAMN21362749	We will automatically transform the attribute value(s) you provided as follows.	1561_ATAC_ITS2	1561_ATAC_HoloInt		metagenome	2018-11-17T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.11.13	Montipora capitata	21.450806, -157.794944																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		38 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature Ambient pCO2 at 8 week
SAMN21362750	Successfully loaded	1220_ATHC_ITS2	1220_ATHC_HoloInt		metagenome	2018-09-22T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Lilipuna.Fringe	Pocillopora acuta	21.429417, -157.791111																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		39 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature High pCO2 at 12 hour
SAMN21362750	We will automatically transform the attribute value(s) you provided as follows.	1220_ATHC_ITS2	1220_ATHC_HoloInt		metagenome	2018-09-22T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Lilipuna.Fringe	Pocillopora acuta	21.429417, -157.791111																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		39 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature High pCO2 at 12 hour
SAMN21362751	Successfully loaded	2000_HTAC_ITS2	2000_HTAC_HoloInt		metagenome	2018-09-22T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii HIMB	Montipora capitata	21.436056, -157.786861																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		40 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature Ambient pCO2 at 12 hour
SAMN21362751	We will automatically transform the attribute value(s) you provided as follows.	2000_HTAC_ITS2	2000_HTAC_HoloInt		metagenome	2018-09-22T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii HIMB	Montipora capitata	21.436056, -157.786861																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		40 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature Ambient pCO2 at 12 hour
SAMN21362752	Successfully loaded	2300_HTHC_ITS2	2300_HTHC_HoloInt		metagenome	2018-11-17T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.18	Pocillopora acuta	21.450806, -157.811139																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		41 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature High pCO2 at 8 week
SAMN21362752	We will automatically transform the attribute value(s) you provided as follows.	2300_HTHC_ITS2	2300_HTHC_HoloInt		metagenome	2018-11-17T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.18	Pocillopora acuta	21.450806, -157.811139																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		41 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature High pCO2 at 8 week
SAMN21362753	Successfully loaded	1184_HTHC_ITS2	1184_HTHC_HoloInt		metagenome	2018-10-20T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Lilipuna.Fringe	Pocillopora acuta	21.429417, -157.791111																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		42 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature High pCO2 at 4 week
SAMN21362753	We will automatically transform the attribute value(s) you provided as follows.	1184_HTHC_ITS2	1184_HTHC_HoloInt		metagenome	2018-10-20T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Lilipuna.Fringe	Pocillopora acuta	21.429417, -157.791111																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		42 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature High pCO2 at 4 week
SAMN21362754	Successfully loaded	1345_HTHC_ITS2	1345_HTHC_HoloInt		metagenome	2018-09-23T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.18	Montipora capitata	21.450806, -157.811139																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		43 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature High pCO2 at 30 hour
SAMN21362754	We will automatically transform the attribute value(s) you provided as follows.	1345_HTHC_ITS2	1345_HTHC_HoloInt		metagenome	2018-09-23T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.18	Montipora capitata	21.450806, -157.811139																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		43 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature High pCO2 at 30 hour
SAMN21362755	Successfully loaded	1676_HTHC_ITS2	1676_HTHC_HoloInt		metagenome	2018-09-22T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.42.43	Pocillopora acuta	21.477194, -157.826889																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		44 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature High pCO2 at 0 hour
SAMN21362755	We will automatically transform the attribute value(s) you provided as follows.	1676_HTHC_ITS2	1676_HTHC_HoloInt		metagenome	2018-09-22T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.42.43	Pocillopora acuta	21.477194, -157.826889																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		44 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature High pCO2 at 0 hour
SAMN21362756	Successfully loaded	2412_HTAC_ITS2	2412_HTAC_HoloInt		metagenome	2018-11-03T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.18	Montipora capitata	21.450806, -157.811139																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		45 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature Ambient pCO2 at 6 week
SAMN21362756	We will automatically transform the attribute value(s) you provided as follows.	2412_HTAC_ITS2	2412_HTAC_HoloInt		metagenome	2018-11-03T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.18	Montipora capitata	21.450806, -157.811139																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		45 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature Ambient pCO2 at 6 week
